91.876000 58.620279
92.300080 58.617274
92.726118 58.614269
93.154122 58.611264
93.584102 58.608259
94.016067 58.605254
94.450025 58.602249
94.885987 58.599244
95.323961 58.596239
95.763956 58.593234
96.205982 58.590229
96.650049 58.587224
97.096165 58.584219
97.544341 58.581214
97.994585 58.578209
98.446908 58.575204
98.901318 58.572199
99.357826 58.569194
99.816441 58.566188
100.277172 58.563183
100.740031 58.560178
101.205026 58.557173
101.672167 58.554168
102.141464 58.551163
102.612928 58.548158
103.086568 58.545153
103.562393 58.542148
104.040416 58.539143
104.520645 58.536138
105.003090 58.533133
105.487762 58.530128
105.974672 58.527123
106.463828 58.524118
106.955243 58.521113
107.448926 58.518108
107.944888 58.515103
108.443139 58.512098
108.943690 58.509093
109.446551 58.506088
109.951733 58.503083
110.459247 58.500078
110.969104 58.497073
111.481314 58.494068
111.995888 58.491063
112.512838 58.488058
113.032174 58.485053
113.553906 58.482047
114.078047 58.479042
114.604608 58.476037
115.133599 58.473032
115.665031 58.470027
116.198917 58.467022
116.735266 58.464017
117.274092 58.461012
117.815405 58.458007
118.359216 58.455002
118.905537 58.451997
119.454380 58.448992
120.005757 58.445987
120.559678 58.442982
121.116156 58.439977
121.675203 58.436972
122.236830 58.433967
122.801050 58.430962
123.367874 58.427957
123.937314 58.424952
124.509382 58.421947
125.084092 58.418942
125.661454 58.415937
126.241480 58.412932
126.824185 58.409927
127.409579 58.406922
127.997674 58.403917
128.588485 58.400911
129.182022 58.397906
129.778299 58.394901
130.377329 58.391896
130.979123 58.388891
131.583695 58.385886
132.191058 58.382881
132.801224 58.379876
133.414207 58.376871
134.030019 58.373866
134.648673 58.370861
135.270183 58.367856
135.894562 58.364851
136.521823 58.361846
137.151979 58.358841
137.785044 58.355836
138.421031 58.352831
139.059953 58.349826
139.701825 58.346821
140.346659 58.343816
140.994470 58.340811
141.645271 58.337806
142.299076 58.334801
142.955898 58.331796
143.615753 58.328791
144.278653 58.325786
144.944613 58.322781
